,hor_1_3,hor_1_5,hor_1_6,hsat2_1_3,hsat3_1_1,bsat_1_1,hsat3_1_3,hsat2_1_6,hsat2_2_5,hor_2_2,mon_3_1,dhor_3_2,hor_3_1,hor_3_2,hsat1_3_1,hsat1_3_2,hsat3_3_1,censat_3_4,hor_3_4,hsat3_4_2,hor_4_1,hsat1_4_2,hor_4_2,hsat1_4_3,hor_4_3,hor_4_4,mon_5_1,hor_5_2,hor_5_5,hsat3_5_1,hor_5_6,hor_5_8,mon_5_5,hor_6_1,dhor_6_1,mon_7_3,hsat3_7_6,mon_7_4,hor_7_1,mon_7_6,hor_7_2,mon_7_7,mon_8_1,hor_8_2,hor_9_1,hsat3_9_2,bsat_9_5,hsat3_9_3,hsat3_10_1,hsat3_10_2,mon_10_1,hor_10_1,hor_10_2,hor_10_3,mon_10_2,hsat3_10_3,hsat3_10_4,hsat2_10_3,mon_11_1,mon_11_3,hor_11_2,mon_11_4,gsat_12_2,mon_12_2,hor_12_2,dhor_12_8,mon_12_6,hsat1_13_1,hsat3_13_2,bsat_13_4,hsat3_13_6,censat_13_13,hsat3_13_7,mon_13_2,hsat3_13_12,censat_13_21,hsat1_13_6,hor_13_3,censat_14_1,censat_14_3,bsat_14_1,hsat3_14_2,hsat3_14_3,bsat_14_5,hsat3_14_7,bsat_14_8,hsat3_14_9,bsat_14_9,hsat3_14_10,mon_14_9,hsat3_14_20,mon_14_11,hsat3_14_21,mon_14_13,hor_14_3,censat_14_47,bsat_15_1,hsat3_15_2,hsat1_15_1,hsat3_15_3,censat_15_7,bsat_15_5,hsat1_15_3,hsat3_15_7,mon_15_1,mon_15_7,hsat3_15_12,hor_15_1,mon_15_11,hor_15_2,hor_15_3,mon_16_1,mon_16_2,hor_16_2,mon_16_6,hsat2_16_15,hsat3_17_1,hsat3_17_2,hsat3_17_4,hor_17_1,hor_17_2,hsat3_17_5,hor_18_1,hor_18_3,hor_18_5,mon_19_2,hor_19_2,hor_19_4,hor_19_8,mon_19_5,hor_20_1,hor_20_2,hor_20_3,mon_20_4,mon_20_5,hor_20_4,mon_20_9,mon_20_15,hsat3_20_3,censat_21_1,bsat_21_1,hsat3_21_2,hsat1_21_1,hsat3_21_3,hsat3_21_4,bsat_21_7,hsat3_21_5,hsat3_21_6,hsat3_21_8,mon_21_2,hsat3_21_14,hsat3_21_17,hsat1_21_4,hor_21_3,censat_22_1,bsat_22_1,hsat3_22_2,hsat1_22_1,hsat3_22_3,censat_22_7,bsat_22_6,hsat1_22_2,hsat3_22_8,hsat3_22_9,bsat_22_8,hsat3_22_10,hsat3_22_11,hor_22_2,bsat_22_12,hor_22_6,hsat3_22_15,hsat3_22_17,hsat3_22_19,mon_22_7,hsat3_22_20,mon_22_9,hor_22_9,censat_22_49,mon_X_5,hor_X_1,mon_X_6,bsat,censat,ct,dhor,gsat,hor,hsat1,hsat2,hsat3,mon,centro,kmers
bsat_14_9,0,0,0,0,0,50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610,0,0,0,0,0,0,0,0,0,0,2647,0,0,3618,0,3348,0,327141,0,0,0,0,0,0,0,0,3200,0,0,0,0,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3311,0,0,0,0,41223,0,0,0,0,0,0,0,0,0,3340,0,0,0,0,4102,0,0,0,2075,0,0,0,4128,0,0,0,0,0,0,0,0,0,0,0,0,407640,407640,407640,407640,407640,407640,407640,407640,407640,407640,407640,409022
hsat3_14_10,0,0,0,0,12,0,5660,0,0,0,0,0,0,0,0,0,12,0,0,82,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,8,0,63,0,0,0,0,0,0,0,0,2119,0,0,0,0,0,0,0,0,0,0,0,60,0,26,0,77,0,10,0,0,0,0,0,0,0,48,0,18,0,0,0,138893,0,0,0,0,0,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,5,0,48,17873,0,2,12,164,0,0,0,0,0,0,0,3,0,25,0,0,0,18,0,0,72,217,0,0,0,0,4,0,0,0,0,0,0,0,0,0,162855,162855,162939,162855,162855,162855,162855,162855,162855,162855,162939,162941
mon_14_9,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,10,0,0,0,0,18,0,0,0,0,0,0,87072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22987,0,18221,0,580,0,0,0,0,0,0,0,0,0,0,31029,18,0,74,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,18,81,0,117,1790,0,0,0,0,0,0,0,0,0,0,0,86339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17258,0,662,0,0,20,0,0,117510,117510,117510,117510,117510,117626,117510,117510,117510,117510,117626,117629
hsat3_14_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,88,0,63,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,54407,0,2,0,0,0,0,2,0,0,0,0,0,220,0,0,32,0,0,0,0,0,0,0,0,0,3,1,17,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,29,0,0,0,0,0,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,53301,0,0,0,0,0,0,0,0,108189,108189,108189,108189,108189,108189,108189,108189,108189,108189,108189,108189
mon_14_11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,16,0,0,0,0,0,0,17352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221,0,43296,0,587,0,0,0,0,0,0,0,0,0,0,18434,82,0,28,1718,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,78,0,313,2747,0,0,0,0,0,0,0,0,0,0,0,17393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101951,0,711,0,0,19,0,8,152283,152283,152283,152283,152283,152664,152283,152283,152283,152283,152664,152710
hsat3_14_21,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,41,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,2,0,53134,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,16,10,0,0,0,0,0,0,1307,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,3,17,0,0,53687,0,0,0,0,0,0,108568,108568,108568,108568,108568,108568,108568,108568,108568,108568,108568,108580
mon_14_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,46,0,14,0,14,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,587,0,26352,0,0,0,0,0,0,0,0,0,0,789,77,0,0,794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,104,165,0,129,368,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,721,0,71430,0,0,28,0,41,102369,102369,102369,102369,102369,102492,102369,102369,102369,102369,102492,102517
hor_14_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30448,0,0,0,0,131603,131603,131603,131604,131603,131603,131603,131603,131603,131603,131604,131604
censat_14_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85561,0,0,0,121844,121844,121844,121844,121844,121844,121844,121844,121844,121844,121844,121846
bsat_15_1,0,0,0,0,0,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,0,0,0,0,0,0,0,0,0,0,53816,0,0,1806,0,2024,0,3200,0,0,0,0,0,0,0,0,151290,0,0,0,0,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110351,0,0,0,0,2667,0,0,0,0,0,0,0,0,0,153779,0,0,0,0,2156,0,0,0,11629,0,0,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,344491,344491,344491,344491,344491,344491,344491,344491,344491,344491,344491,345467
hsat3_15_2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,42,0,139,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0,63,0,21,0,0,0,0,0,0,0,0,3484,0,0,67,0,7,0,5,0,2,0,17,0,0,0,0,45466,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,53567,0,2,0,0,7,70,149,0,0,0,0,0,0,0,3671,0,0,0,0,0,53,0,0,10,1,0,0,0,0,19,7,0,4,0,0,0,0,0,0,100622,100622,100622,100622,100622,100622,100622,100622,100622,100622,100622,100655
hsat1_15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7793,23393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24764,0,0,0,0,0,0,0,0,0,9,0,0,0,0,29836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111616,111616,111616,111616,111616,111616,111616,111616,111616,111616,111616,111616
hsat3_15_3,0,0,0,0,11,0,82,0,0,0,0,0,0,0,0,0,59423,0,0,12518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,15,80,0,0,0,0,0,0,0,0,0,0,0,48381,0,8,0,12004,0,0,0,0,0,0,0,0,0,39502,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48281,163,0,8,2,5,0,0,0,0,0,0,0,9,0,85563,0,0,0,12,7053,0,34,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,97248,97248,97248,97248,97248,97248,97248,97248,97248,97248,97248,97286
censat_15_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,0,0,0,0,6558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24383,24383,25422,24383,25489,24383,24383,24383,24383,24383,27373,27830
bsat_15_5,0,0,0,0,0,3241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157036,0,0,0,0,0,0,0,0,0,0,1734,0,0,132776,0,2006,0,3476,0,0,0,0,0,0,0,0,1744,0,0,0,0,3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,0,0,0,0,3209,0,0,0,0,0,0,0,0,0,2087,0,0,0,0,5212,0,0,0,1257,0,0,0,2389,0,0,0,0,0,0,0,0,0,0,0,0,162203,162203,162203,162203,162203,162203,162203,162203,162203,162203,162203,163100
hsat1_15_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39655,39655,39655,39655,39655,39655,39655,39655,39655,39655,39655,39664
hsat3_15_7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,121,0,8,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,22,0,33,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,591017,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,6,0,4,0,0,0,24,0,0,0,0,0,0,0,0,1,271,0,0,0,0,0,0,0,0,595077,595077,595077,595077,595077,595077,595077,595077,595077,595077,595077,595078
mon_15_1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,22,0,0,0,0,0,0,29868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31029,0,18434,0,789,0,0,0,0,0,0,0,0,0,0,86439,32,0,50,1994,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,77,111,0,151,2129,0,0,0,0,0,0,0,0,0,0,0,29713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17836,0,854,0,0,22,0,5,137234,137234,137234,137234,137234,138944,137234,137234,137234,137234,138944,138947
mon_15_7,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,27,0,0,49,0,28,0,30,0,27,22,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,60,50,0,2,0,0,0,2,40,0,0,0,0,0,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,82,0,77,0,0,0,0,0,0,0,0,0,0,32,68058,0,0,66,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,287,40,135,2285,32,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,75,0,0,0,1,35,92467,92467,92467,92498,92467,93502,92467,92467,92498,92467,93565,93626
hsat3_15_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,7,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,0,0,0,3572,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,165181,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,9,6,3,0,3584,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,150,0,31,0,5,0,0,0,0,0,0,169863,169863,169863,169863,169863,169863,169863,169863,169863,169863,169863,169863
hor_15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,28,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,28300,294,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,28461,28461,28461,28461,28461,28461,28461,28461,28461,28859,28859,28859
mon_15_11,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,45,0,8,0,8,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639,0,1718,0,794,0,0,0,0,0,0,0,0,0,0,1994,66,0,294,96220,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,68,0,178,580,0,0,0,0,0,0,0,0,0,0,0,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739,0,819,0,0,0,0,6,105517,105517,105517,105517,105517,106100,105517,105517,105517,105517,106100,106100
hor_15_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,196,263,21182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,21343,21343,21343,21343,21343,21343,21343,21343,21343,21639,21639,21639
hor_15_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,44,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58610,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,58732,58732,58732,58753,58732,58732,58732,58732,58732,58735,58756,58756
mon_16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,0,8411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20707,80204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102889,102889,102889,102889,102889,102889,102889,102889,102889,102889,102889,102948
mon_16_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981,0,13231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80204,44434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130764,130764,130764,130764,130764,130764,130764,130764,130764,130764,130764,130827
hor_16_2,0,2140,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,9,0,0,0,0,0,0,0,0,65,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133507,133507,133507,133523,133507,133507,133507,133507,133507,133507,133523,133554
mon_16_6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,14,0,0,41,0,37,0,45,0,41,26,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,57,41,0,0,0,0,0,16,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,143382,0,0,0,0,0,0,0,0,0,0,7,0,0,0,30,0,0,0,33,29,6,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,26,143699,143699,143699,143724,143699,143714,143699,143699,143699,143699,143746,143749
hsat2_16_15,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790385,790385,790385,790385,790385,790385,790385,790385,790385,790385,790385,790385
hsat3_17_1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,4,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,27,0,8,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138136,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,138217,138217,138217,138217,138217,138217,138217,138217,138217,138217,138217,138217
