,ct_22_102,ct_22_100,ct_22_99,ct_22_98,ct_22_93,ct_22_91,ct_22_90,ct_22_88,ct_22_77,ct_22_65,ct_22_57,ct_22_55,ct_22_46,ct_22_41,ct_22_31,ct_22_24,ct_22_23,ct_22_18,ct_22_17,ct_22_6,ct_22_5,ct_21_68,ct_21_66,ct_21_65,ct_21_64,ct_21_61,ct_21_60,ct_21_59,ct_21_58,ct_21_56,ct_21_53,ct_21_48,ct_21_40,ct_21_38,ct_21_28,ct_21_22,ct_21_21,ct_21_18,ct_21_8,ct_21_7,ct_20_36,ct_20_35,ct_20_34,ct_20_28,ct_20_6,ct_19_40,ct_19_37,ct_19_26,ct_19_20,ct_19_17,ct_19_7,ct_19_5,ct_19_3,ct_18_9,ct_18_6,ct_18_5,ct_18_3,ct_18_2,ct_17_30,ct_17_23,ct_17_18,ct_17_16,ct_17_8,ct_17_2,ct_16_59,ct_16_58,ct_16_46,ct_16_35,ct_16_34,ct_16_29,ct_16_24,ct_16_22,ct_16_21,ct_16_16,ct_16_14,ct_16_12,ct_16_6,ct_15_36,ct_15_35,ct_15_34,ct_15_26,ct_15_23,ct_15_22,ct_15_20,ct_15_15,ct_15_14,ct_15_6,ct_15_5,ct_14_75,ct_14_73,ct_14_72,ct_14_70,ct_14_63,ct_14_57,ct_14_51,ct_14_48,ct_14_46,ct_14_45,ct_14_44,ct_14_43,ct_14_32,ct_14_30,ct_14_26,ct_14_21,ct_14_19,ct_14_14,ct_14_13,ct_14_4,ct_14_3,ct_13_47,ct_13_46,ct_13_44,ct_13_43,ct_13_42,ct_13_41,ct_13_38,ct_13_37,ct_13_36,ct_13_35,ct_13_33,ct_13_30,ct_13_25,ct_13_16,ct_13_14,ct_13_10,ct_13_9,ct_13_1,ct_12_11,ct_12_10,ct_12_2,ct_11_5,ct_11_3,ct_11_2,ct_10_16,ct_10_3,ct_9_64,ct_9_63,ct_9_62,ct_9_61,ct_9_58,ct_9_56,ct_9_54,ct_9_53,ct_9_51,ct_9_47,ct_9_43,ct_9_36,ct_9_33,ct_9_32,ct_9_25,ct_9_23,ct_9_21,ct_9_19,ct_9_15,ct_9_13,ct_9_12,ct_9_11,ct_9_10,ct_9_8,ct_9_7,ct_9_4,ct_9_2,ct_8_16,ct_8_15,ct_8_11,ct_8_2,ct_7_49,ct_7_48,ct_7_47,ct_7_42,ct_7_41,ct_7_40,ct_7_11,ct_7_9,ct_7_6,ct_7_5,ct_7_3,ct_7_2,ct_6_6,ct_6_5,ct_6_3,ct_6_2,ct_4_15,ct_4_13,ct_3_3,ct_3_2,ct_2_43,ct_2_42,ct_2_40,ct_2_38,ct_2_37,ct_2_35,ct_2_33,ct_2_23,ct_2_22,ct_2_15,ct_2_13,ct_2_5,ct_2_2,ct_1_29,ct_1_28,ct_1_27,ct_1_26,ct_1_24,ct_1_14,ct_1_2,bsat,censat,ct,dhor,gsat,hor,hsat1,hsat2,hsat3,mon,centromere,unique,total
ct_15_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,486,0,514,0,462526,37652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10511,0,0,0,0,0,0,0,0,395594,462526
ct_15_35,0,0,98,2764,0,78,551,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,9244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10498,3,0,5,0,0,0,0,1,0,0,0,297,9807,811,769,253,7091,692,180,694,912,37652,903566,28863,0,0,0,0,0,0,0,0,48,45,528,0,0,2061,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,4355,3843,4176,79,0,4282,0,4345,0,4203,0,0,0,3685,69135,0,0,0,0,0,0,0,3685,703646,903566
ct_15_34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,0,0,0,113,0,0,0,0,0,0,28863,59668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29600,0,0,0,0,0,51,0,51,27895,59668
ct_15_26,0,0,0,0,0,0,0,0,4648,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2154,0,0,0,0,1379,0,0,0,0,33,0,880,0,0,0,0,1993,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60492,1335,0,0,33,0,0,0,0,0,0,0,4430,0,1450,0,0,0,0,2044,0,0,17,0,0,33,0,0,0,0,0,0,0,0,0,2145,0,0,0,0,1400,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,518,0,415,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,636,519,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9188,0,0,0,0,0,0,0,0,50702,60492
ct_15_23,0,0,0,0,0,0,0,0,4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10414,0,0,0,0,19582,0,0,0,0,0,0,1317,0,0,0,0,3257,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,47519,0,0,0,0,0,0,0,0,0,0,4663,0,19479,0,0,0,0,10443,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,10232,0,0,0,0,19413,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,453,0,392,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,965,493,0,0,0,399,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26292,0,0,0,0,0,0,0,0,20427,47519
ct_15_22,0,0,140,0,0,0,0,0,0,11029,0,0,0,0,37132,0,0,0,0,0,0,0,33,0,19843,0,0,0,0,0,0,11260,0,28941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,1006,0,0,0,0,0,0,0,0,0,99994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59138,0,0,0,0,0,0,0,0,0,22107,1097,0,0,0,0,0,0,10949,56602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,990,955,0,0,0,0,858,0,894,874,659,864,0,764,0,905,0,0,0,1567,77212,0,0,0,27,0,0,0,1594,17164,99994
ct_15_20,0,0,0,0,0,0,0,0,0,0,3628,1757,1431,4319,0,0,10760,0,0,1982,2095,0,0,0,0,0,0,0,0,0,0,0,12299,0,11632,0,0,0,1746,2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30142,0,0,1885,2090,0,0,0,0,0,0,0,0,0,0,0,0,8599,1421,0,0,23901,0,0,1847,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28711,0,0,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,0,0,1897,27182,0,0,0,0,0,0,0,1897,505,30142
ct_15_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22291,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29924,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,36136,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25590,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23639,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34366,0,0,0,0,0,0,0,0,1665,36136
ct_15_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,71389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,19,50567,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,36462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,59125,0,0,0,0,0,0,0,16,12190,71389
ct_15_6,0,0,0,0,0,0,0,0,0,0,1347,5622,1085,8504,0,0,1841,0,0,26111,3145,0,0,0,0,0,0,0,0,0,0,0,1836,0,1661,0,0,0,23323,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885,0,0,30850,3191,0,0,0,0,0,0,0,0,0,0,0,0,2142,2519,0,0,2029,0,0,22903,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1869,0,0,23556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8803,22333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582,0,0,8093,20517,0,0,0,0,0,0,0,8093,1796,30850
ct_15_5,0,0,0,0,0,0,0,0,0,0,1725,3113,1639,2622,0,0,1912,0,0,3082,32279,135,0,0,0,0,0,0,0,0,0,0,2246,0,1948,0,0,0,2792,19809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,0,0,3191,55172,0,0,0,0,0,0,0,0,0,0,0,0,2096,1904,0,0,2134,0,0,2810,20153,0,147,0,0,0,0,0,0,0,0,0,0,0,0,2043,0,0,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,193,0,0,0,2404,0,0,0,211,117,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870,2690,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,1982,0,0,3487,47936,0,0,0,0,0,0,0,3487,3104,55172
ct_14_75,0,0,0,0,0,38972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,54948,40405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44660,0,0,0,0,0,0,0,0,7503,54948
ct_14_73,0,0,0,0,0,36589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,40405,57047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43071,0,0,0,0,0,0,0,0,11302,57047
ct_14_72,0,0,0,0,0,0,80832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,128367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21720,0,0,0,0,0,0,0,0,30403,128367
ct_14_70,0,0,0,0,2797,0,0,38687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,194,0,0,0,114,3968,0,0,0,0,347,0,0,274,3844,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35357,0,0,0,0,0,0,0,0,6327,46088
ct_14_63,0,0,0,0,0,0,0,0,35238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4502,0,0,0,0,5123,0,0,0,0,0,0,1320,0,0,0,0,3788,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430,4663,0,0,0,0,0,0,0,0,0,0,47987,0,4894,0,0,0,0,4258,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4403,0,0,0,0,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,533,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,1090,546,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36692,0,0,0,0,0,0,0,0,10469,47987
ct_14_57,0,0,2589,1127,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,122,1111,153,0,91,401,0,122,0,194,0,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2964,1505,1178,1510,23,34,2191,0,2245,0,2193,0,0,0,2386,33924,0,0,0,0,0,0,0,2386,17329,63020
ct_14_51,0,0,0,0,0,0,0,0,4549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11273,0,0,0,0,35254,0,0,0,0,0,0,1156,0,0,0,0,3314,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,19479,0,0,0,0,0,0,0,0,0,0,4894,0,47130,0,0,0,0,10999,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,11341,0,0,0,0,35412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,535,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,1000,638,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38578,0,0,0,0,0,0,0,0,7921,47130
ct_14_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,90,14,1917,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54030,0,0,0,0,0,0,0,0,9209,63932
ct_14_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,75168,0,0,0,0,0,0,0,13,17983,112662
ct_14_45,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89541,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8512,26216,0,0,0,0,0,0,25547,0,0,7935,0,0,0,0,0,28445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63563,0,0,0,0,0,0,0,0,12993,111681
ct_14_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,30647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39984,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,31334,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,11,0,0,1417,0,0,0,0,5007,0,0,0,0,0,0,0,71,0,0,0,0,0,7680,0,1955,0,0,4912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,33783,0,57,0,0,0,0,0,57,5524,39984
ct_14_43,0,0,0,3,0,0,0,0,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30153,0,0,0,0,11397,0,0,0,0,0,0,1021,0,0,0,4,3577,1282,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2044,10443,0,0,0,0,0,0,0,0,0,0,4258,0,10999,0,0,1,0,47177,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29998,0,0,0,0,11430,0,0,0,0,3,0,0,0,5,0,0,4,0,0,0,314,0,376,0,0,4,0,0,0,1065,0,4,0,0,0,0,0,0,1038,340,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,34347,0,0,0,0,0,0,0,0,12218,47177
ct_14_32,0,0,0,0,0,0,0,0,0,0,7817,2226,1551,5032,0,0,10058,0,0,2337,2071,0,0,0,0,0,0,0,0,0,0,0,12513,0,9543,0,0,0,2399,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8599,0,0,2142,2096,0,0,0,0,0,0,0,0,0,0,0,0,30070,1743,0,0,8863,0,0,2199,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8436,0,0,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,0,0,2225,17025,0,0,0,0,0,0,0,2225,10072,30070
ct_14_30,0,0,0,0,0,0,0,0,0,0,1670,1689,1509,2119,0,0,1318,0,0,2674,1955,0,0,0,0,0,0,0,0,0,0,0,1575,0,1298,0,0,0,2289,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,0,0,2519,1904,0,0,0,0,0,0,0,0,0,0,0,0,1743,29809,0,0,1440,0,0,2308,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,0,0,2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,0,2386,6353,0,0,0,0,0,0,0,2386,20471,29809
ct_14_26,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,73,54,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,0,0,0,8,0,0,0,0,0,0,30,0,58,0,0,0,27,29,0,0,40357,0,0,0,8,0,0,0,0,0,0,0,0,73,54,0,0,0,58,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,83,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,20,0,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,149,10653,0,0,0,0,0,0,0,653,28409,40357
ct_14_21,0,0,142,0,0,0,0,0,0,8000,0,0,0,0,47675,0,0,0,0,0,0,0,0,0,15838,0,0,0,0,0,0,7908,0,27455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,1001,0,0,0,0,0,0,0,0,0,59138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88740,0,0,0,0,0,0,0,0,0,18406,1189,0,0,0,0,0,0,7168,55651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,978,962,0,0,0,0,966,0,946,926,562,928,0,868,0,1013,0,0,0,1438,73834,0,0,0,13,0,0,0,1451,10167,88740
